company_name,world_rank_2022,world_rank_2021,world_rank_2020,local_rank_2022,local_rank_2021,local_rank_2020,founded_year,ipo_year,matched_to,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,currency,total_articles,num_employees,use_cases,status,industry
UNIVERSAL SCIENTIFIC INDUSTRIAL (SHANGHAI),3134.0,3521.0,2299.0,582.0,408.0,311.0,,,"Universal Scientific Industrial (Shanghai) Co., Ltd.",10.306860239450002,12.04884174569,13.08236508262,15.749839145549998,10.30632314433,15.06148912459,17.29868581825,19.051906960009998,11.60499110986,18.8896541298,22.774368421189997,22.82462558561,37.20418842422,47.696228222529996,55.29965477021,68.51607596326001,-0.5947792924099999,-3.01092032094,-1.48655454033,-1.52424833161,0.58,0.8,0.85,1.4,21.911851349310002,30.938495875490002,35.85673350381,38.574464731160006,1.26210393704,1.7394354480999998,1.85796807482,3.0599670812,CNY,,23774.0,,FALSE,Technology&Electronics
WINNING HEALTH TECHNOLOGY GROUP,3136.0,3656.0,3538.0,583.0,461.0,559.0,,,"Winning Health Technology Group Co., Ltd.",3.9080947301999998,4.714239764819999,5.17340509599,5.12667694021,3.73333075535,4.52202227076,5.99818411286,6.06033711185,1.21080840878,1.3429080933800002,2.3228916299,2.69515107075,1.908007949,2.2665797838899997,2.7502020593400003,3.09286468821,-0.26167231222,-0.08608120299,-0.34274056243,-0.34979090668,0.1895,0.2311,0.1765,0.0507,5.1189031389799995,6.0571478582,7.496296725890001,7.82182801096,0.39842073304000003,0.49109799659,0.37817411545,0.10843648909999999,CNY,,,,FALSE,Healthcare
AUTOBIO DIAGNOSTICS,3133.0,3848.0,2486.0,581.0,270.0,344.0,,,"Autobio Diagnostics Co., Ltd.",2.63457424766,6.58531081066,7.40320391294,7.91218058805,3.0599768674099996,6.47736499231,7.27671461443,7.7825923023,1.62229540457,1.5518306134000002,1.8294905026,2.56013848497,2.6794356374299997,2.97813160536,3.76591698871,4.4416273594,-1.2346705652,-3.48395842065,-0.5108094164,-0.9786648192699999,1.415385,1.34,1.66,2.0,4.25686965223,8.137141424060001,9.232694415540001,10.472319073020001,0.77416395763,0.7477938334099999,0.97366307464,1.16743712939,CNY,,5505.0,,FALSE,Healthcare
LIVZON PHARMACEUTICAL GROUP,3126.0,3489.0,3151.0,579.0,510.0,476.0,,,Livzon Pharmaceutical Group Inc.,12.2752375737,13.64008199448,14.311024793620001,14.93625159172,11.16675244651,12.46756592835,13.64054388425,15.85046470847,5.7012255435100005,6.95073379724,8.060890797199999,9.928573774510001,9.38469583501,10.52040984201,12.063863272979999,12.62957904766,-0.31602448,-0.46784401498,-1.8769003225,-1.22986978623,1.39,1.83,1.9,,17.97646311721,20.59081579172,22.37191559082,24.86482536623,1.30287544093,1.7149103903599998,1.77568325101,1.9093916646300002,CNY,,9005.0,,FALSE,Healthcare
ZAI LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Healthcare
WANDA FILM HOLDING,3119.0,3533.0,2467.0,577.0,432.0,339.0,,,"Wanda Film Holding Co., Ltd.",14.138475602809999,10.28189355973,9.07572206082,,15.93214726667,10.1401700137,11.08325653647,,12.34960572506,13.19416720699,20.08386137639,,15.43536298583,6.29548161712,12.49034632779,,-1.5442547308599999,-0.84952307051,-1.56285293615,,-2.2751,-3.1589,0.0477,,26.48808132787,23.47606076672,29.15958343721,,-4.72858595739,-6.66869549915,0.10633325094,,CNY,0.0,,,FALSE,Communication&Entertainment
CHINALIN SECURITIES,3118.0,3327.0,2461.0,576.0,425.0,337.0,,,"ChinaLin Securities Co., Ltd",5.3383617165,6.02048896442,6.26372322117,6.36775906093,7.21253202565,7.48988639203,8.6206118309,9.93764405806,11.171270964540001,18.7755109471,14.38039750179,14.37502030452,1.01097251531,1.48978537967,1.39446056129,1.39754890386,-0.74024902868,-9.16239033874,7.151319147100001,-0.74138316738,0.16,0.3,0.18,,16.50963268104,24.79599991152,20.64412072296,20.74277936545,0.44166656199,0.81249633145,0.48372621169999996,0.46467125942000004,CNY,,1177.0,,FALSE,Finance&Investments
SINOLINK SECURITIES,3114.0,3379.0,3192.0,575.0,348.0,490.0,,,"Sinolink Securities Co., Ltd.",20.78841320785,22.54018172951,24.50441277863,31.33237248862,28.65748349972,38.56922006148,48.86877911225,51.32367104782,29.36261795688,45.090158556940004,63.808422005800004,70.84810656639999,4.3518800219700005,6.0476568541099995,7.13885740869,5.66991850409,0.97976056755,-0.29598193747,-0.03704042946,-3.70548407858,0.429,0.616,0.766,0.343,50.15103116473,67.63034028645,88.31283478443,102.18047905502,1.29853970133,1.86264022466,2.317318717,1.19829403981,CNY,,4454.0,,FALSE,Finance&Investments
"FARASIS ENERGY (GAN ZHOU) CO., LTD.",3113.0,2841.0,,574.0,,,,,"Farasis Energy (Gan Zhou) Co., Ltd.",7.10337088749,10.076582745129999,9.27407606344,,7.71665954912,11.7289161832,11.46510572392,,4.59701907641,5.34106226062,11.66235789643,,2.4496287255,1.11965230675,3.5000762219099997,,0.5919133946,-0.7566240669800001,-3.8806775751,,0.15,-0.35,-0.89,,11.7003899639,15.41764500575,20.936433959869998,,0.13122766549,-0.33100425932,-0.9527202924299999,,CNY,,3670.0,,FALSE,Transport&Aerospace
"CHINA BOHAI BANK CO., LTD.",3112.0,2598.0,,573.0,,,,,"China Bohai Bank Co., Ltd.",82.638597,103.24583,106.564077,109.951034,279.24244,328.39992,349.162141,386.632025,1034.291428,1290.277295,1476.143521,1549.508868,28.134512,26.152783,27.315834,25.941672,27.207489,-63.580435,-76.070254,-65.245097,0.47275,0.47,0.43,,1116.930025,1393.523125,1582.707598,1659.459902,8.192756,8.444571,8.629724,6.107475,CNY,,13286.0,,FALSE,Finance&Investments
DASHENLIN PHARMACEUTICAL GROUP,3108.0,3177.0,3273.0,572.0,329.0,503.0,,,"DaShenLin Pharmaceutical Group Co., Ltd.",4.33170311812,5.57289990198,5.93587737811,,4.50035023028,6.59208907158,6.73072585142,,4.340224505189999,6.75902611738,11.39980435626,,11.14116508218,14.58286528299,16.75933526461,,-1.65864909065,-1.07124162065,-0.96769610395,,0.770833,1.125,0.833333,,8.67192762331,12.33192601936,17.33568173437,,0.7026619617300001,1.06218110177,0.7912309805,,CNY,,,,FALSE,Healthcare
SINOTRANS,3107.0,3161.0,2534.0,571.0,527.0,356.0,,,Sinotrans Limited,30.25147921745,32.25077849668,35.0480631609,36.868443996989996,36.88424203993,36.70446355689,45.05751467924,44.21143384329,31.63492873121,33.56792019525,39.25482905381,40.95732652546,77.6500912753,84.53684137911999,124.34553084964,108.81672345502001,-2.0548784225,-1.3416209658,0.47278831637,1.01691813246,0.38,0.37,0.5,0.55,61.88640794866,65.81869869193,74.30289221471001,77.82577052245,2.80349505506,2.75442281084,3.71340496013,4.06826012139,CNY,,33341.0,,FALSE,Logistics&Transportation
ZHONGJI INNOLIGHT,3127.0,4240.0,2584.0,580.0,470.0,364.0,,,"Zhongji Innolight Co., Ltd.",6.92621647711,7.99348673065,11.603040308030002,12.06900044844,7.391716477109999,9.318963413559999,12.75057021525,12.64110472626,3.56494961386,5.6222455806400005,4.96164048275,4.4879877715,4.75767702335,7.04959012544,7.69540480569,9.64179476608,-1.93937012436,-0.87281796045,-1.21859405722,-1.55288306416,0.73,1.23,1.21,1.54,10.49116609097,13.615732311290001,16.564680790780002,16.55698821994,0.51348720053,0.86548355047,0.87697712632,1.22399086618,CNY,,,,FALSE,Machinery&Manufacture
AVICHINA INDUSTRY & TECHNOLOGY COMPANY,3105.0,2954.0,4060.0,570.0,485.0,699.0,,,AviChina Industry & Technology Company Limited,38.549578,45.709017,54.766503256,58.152558266,22.652672,5.234419,33.047510135,30.454751675,52.194448,70.338723,79.122631884,85.853328977,42.119126,50.11715,60.296284748,63.63942767,-2.083665,2.413186,-1.942430379,-1.613338607,0.174,0.25,0.307,0.287,90.744026,116.04774,133.88913514,144.005887243,1.376856,1.99486,2.369276265,2.216401745,CNY,,47475.0,,FALSE,Transport&Aerospace
JUNEYAO AIRLINES CO. LTD,3104.0,3910.0,3074.0,569.0,751.0,461.0,,,"Juneyao Airlines Co., Ltd",12.943770618450001,10.88438139562,10.0997415323,9.56976547781,19.811290189060003,16.87000021507,14.5689694185,13.1665220544,20.194406517,21.42409226227,33.75883618146,35.577485739,16.74941241417,10.10155207797,11.76710790477,8.21034838023,-9.5342822766,-0.589624594,-1.9986782436800001,-1.73395968245,0.54,-0.24,-0.24,,33.13817713545,32.30847365789,43.85857771376,45.14725121681,0.99447011582,-0.47378352086000003,-0.49761387035000004,-4.14787974771,CNY,,9371.0,,FALSE,Services&Travel
SICHUAN NEW ENERGY POWER COMPANY LIMITED,3102.0,2890.0,,568.0,,,,,Sichuan New Energy Power Company Limited,4.22209142841,4.55019653707,7.3481598975399995,8.778880690629999,5.6196003899499996,7.035909710109999,11.25131990789,11.73713895881,3.02408762687,4.68398821022,11.01360437053,10.56928607067,2.0511058171600003,1.99650780632,4.84499499295,3.80142265967,-0.39272517249,-1.8768366923800002,-1.6833066089200002,-1.86939841218,0.17,0.21,0.24,,7.24617905528,9.234184747290001,18.36176426807,19.3481667613,0.2148473045,0.15329141686,0.34430316689,0.7097801222100001,CNY,,2752.0,,FALSE,Resources&Materials
"LUOYANG XINQIANGLIAN SLEWING BEARING CO., LTD.",3100.0,3785.0,,567.0,,,,,"Luoyang Xinqianglian Slewing Bearing Co., Ltd.",0.64022473625,1.5134194940699999,3.50818186411,3.95491204512,0.64172473625,1.5134194940699999,3.4357715006999996,4.92813597846,0.3715658543,1.82361692957,2.74817716385,5.22495675471,0.64309699035,2.06440104411,2.4768743672199998,2.653453922,-0.07726849158,-0.62933086221,-1.51760514024,-2.04841073401,0.435986,1.623529,1.64,,1.01179059055,3.33703642364,6.25635902796,9.17986879983,0.09983047556,0.42472056299,0.51430738217,0.31610482962,CNY,,2247.0,,FALSE,Machinery&Manufacture
SOUTHWEST SECURITIES,3099.0,3346.0,3127.0,566.0,476.0,472.0,,,"Southwest Securities Co., Ltd.",19.557777757020002,25.07936484259,25.28251381255,,37.772195442839994,46.051172532260004,44.13101440968,,46.29321684458,54.10895362267,56.97551975063,,3.2184657684299998,2.79127428963,2.67582243389,,2.83236132678,2.57220806803,3.16904120452,,0.18,0.18,0.16,,65.8509946016,79.18831846526,82.25803356317999,,1.04200145467,1.09148740723,1.0381528959500002,,CNY,,2398.0,,FALSE,Finance&Investments
ZHONGAN ONLINE P & C INSURANCE,3093.0,2583.0,2497.0,563.0,386.0,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3033.0,['Finance&Tokens'],TRUE,Finance&Investments
SHANXI XISHAN COAL AND ELECTRICITY POWER,3088.0,2612.0,4251.0,562.0,738.0,735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Resources&Materials
BEIJING ENLIGHT MEDIA,3098.0,3879.0,2669.0,565.0,480.0,378.0,,,"Beijing Enlight Media Co., Ltd.",8.97835339385,9.04871148412,9.5713267726,,8.93481672415,9.00812248334,9.55447972662,,2.01075483966,0.7766832460199999,0.90810308123,,2.82944878194,1.15907283512,1.1676818322,,-0.45866728784,0.28839395056,-1.3162353604400001,,0.32,0.1,-0.11,,10.98910823351,9.82539473014,10.47942985383,,0.94758770355,0.29105477039,-0.31168259895,,CNY,,509.0,,FALSE,Communication&Entertainment
WUHAN ZHONGSHANG COMMERCIAL GROUP,3096.0,3304.0,1783.0,564.0,313.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,FALSE,Retail&ECommerce
SIEYUAN ELECTRIC,3086.0,4442.0,6104.0,561.0,1019.0,,,,"Sieyuan Electric Co., Ltd.",5.198232433189999,6.71087854236,8.598177579620002,9.43598288543,5.04221401232,6.52127531799,8.37046800926,9.17097269601,3.64691407183,4.364336752180001,5.31623403423,6.27456270566,6.3800951910100006,7.37251986393,8.69533507697,10.537097608149999,-0.381637293,-0.18797828781,-0.55275979152,-0.4495423726,0.73,1.23,1.57,1.59,8.84514650502,11.075215294540001,13.91441161385,15.71054559109,0.55756427147,0.93332886923,1.1976695715899999,1.22041120756,CNY,,6684.0,,FALSE,Technology&Electronics
BITMAIN,3190.0,3190.0,3190.0,606.0,579.0,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,,['Finance&Tokens'],TRUE,Technology&Electronics
ZHEJIANG JUHUA,3188.0,2908.0,4126.0,598.0,782.0,718.0,,,"Zhejiang Juhua Co., Ltd.",13.21679427164,12.869914736110001,13.63214126376,15.7844355238,12.89189327099,12.49124020584,13.52201643052,16.79535615088,2.16850662155,2.82172965286,4.26224958128,6.84225567314,15.5952347599,16.05369856479,17.98558544193,21.48912441771,-1.70834974436,-1.19628656075,-1.0920970101199998,-3.56178341858,0.33,0.04,0.41,0.88,15.385300893190001,15.69164438897,17.89439084504,22.626691196939998,0.89535999638,0.09537517524,1.10909333947,2.38073257542,CNY,,7159.0,,FALSE,Resources&Materials
SHANDONG INTCO MEDICAL PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Healthcare
ZHEJIANG HUAHAI PHARMACEUTICAL,3174.0,4334.0,3738.0,595.0,349.0,603.0,,,"Zhejiang Huahai Pharmaceutical Co., Ltd.",5.7787394111,6.724102583550001,6.7763241484300005,,6.788825323189999,9.434033368149999,10.05671089754,,4.95060581884,6.26666375842,8.69180074573,,5.38809459253,6.48521341732,6.64357314313,,-0.79105631996,-1.35754164024,-2.35685915435,,0.41,0.64,0.34,,10.72934522994,12.99076634197,15.46812489416,,0.56959513981,0.9298151522,0.48753511722000004,,CNY,,6655.0,,FALSE,Healthcare
GUOYUAN SECURITIES COMPANY,3172.0,3342.0,2986.0,594.0,440.0,440.0,,,Guoyuan Securities Company Limited,24.84640597427,30.87203434934,32.3117889077,32.95733639484,43.160031499949994,50.79585746141,60.01193723224,64.71202586758,58.32241729504,59.6852696995,82.30633552073,96.5233092633,3.05787584108,4.348021917550001,5.9688543767899995,4.902479774260001,0.010483778300000001,-0.5842225323,-0.05621894439,-0.16108495918000001,0.27,0.39,0.44,,83.16882326931,90.55730404884,114.61812442843,129.48064565814,0.91436156454,1.3700967388599998,1.90927280814,1.73282199113,CNY,,3964.0,,FALSE,Finance&Investments
SHENERGY COMPANY,3165.0,3660.0,3184.0,591.0,663.0,479.0,,,Shenergy Company Limited,37.86455372169,38.93510434673,38.53391161202,38.160889063599996,41.52055375936,43.74576230681,45.81234263535,50.26644239061,30.07951679021,37.36333124217,51.10264358024,51.73877858843,38.84130379899,19.70885871741,25.31277385677,28.19311854705,-5.30247284841,-5.462454618100001,-3.3988661335100003,-2.21652922596,0.483,0.487,0.313,0.221,67.94407051190001,76.29843558889999,89.63655519225999,89.89966765203,2.2864990891300003,2.39256336589,1.64213608282,1.08246542275,CNY,,,,FALSE,Resources&Materials
BLUE MOON GROUP HOLDINGS LIMITED,3177.0,2974.0,,596.0,,,,,Blue Moon Group Holdings Limited,2.863079,11.679421,12.346422,,3.070475,11.679421,12.346422,,2.177612,4.123716,2.165314,,7.049905,6.996348,7.597481,,-0.193503,-0.265851,-0.263137,,0.187853,0.2603,0.1749,,5.040691,15.803137,14.511736,,1.079617,1.309411,1.014415,,HKD,,9025.0,,FALSE,Food&Restaurants
YUNNAN TIN COMPANY,3216.0,3004.0,4507.0,609.0,896.0,792.0,,,Yunnan Tin Company Limited,13.75834777795,14.410747728139999,17.12297361405,17.32190032407,14.467540158370001,19.946400292630003,23.276797602509998,24.334982727299998,21.37896543825,23.04834571339,23.85850051649,19.34831757109,42.88723243968,44.79527793697,53.84432413938,51.99784405906,-1.94845060578,-1.95827776726,-1.98871522595,-1.4380118781300002,0.5126000000000001,0.4195,1.7116,0.8180000000000001,35.1373132162,37.45909344153,40.98147413054,36.67021789516,0.84935012818,0.69039201038,2.8169896784899997,1.34625597162,CNY,,16258.0,,FALSE,Resources&Materials
AECC AERO-ENGINE CONTROL,3170.0,3854.0,4929.0,593.0,646.0,893.0,,,"Aecc Aero-Engine Control Co.,Ltd.",5.9475236406,6.40929065038,10.68260895891,11.48706330322,5.63197254161,6.00258592199,10.540299006280001,11.167571110559999,1.9478688312,2.41831593042,3.49295657368,3.54468519576,3.0924914958,3.49871699998,4.1567778965599995,4.94164193838,-0.55831243821,-0.4213558597,-3.3025616472199997,-0.10634776217,0.2455,0.32,0.4,,7.8953924718,8.8276065808,14.17556553259,15.031748498979999,0.28127745427999995,0.36757908847000004,0.48761403982,0.6883963295700001,CNY,,7404.0,,FALSE,Transport&Aerospace
"ZHEJIANG ORIENT GENE BIOTECH CO., LTD.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Healthcare
CHINA BIOLOGIC PRODUCTS HOLDINGS,3170.0,3170.0,2927.0,592.0,567.0,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Healthcare
MEGVII,3190.0,3190.0,3190.0,602.0,577.0,488.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,IT&Software
WM MOTOR,3190.0,3190.0,3190.0,605.0,576.0,483.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Transport&Aerospace
VIPKID,3190.0,3190.0,3190.0,604.0,575.0,482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Communication&Entertainment
UNITED IMAGING,3190.0,3190.0,3190.0,603.0,574.0,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Healthcare
SINOPEC OILFIELD SERVICE CORPORATION,3193.0,3392.0,2587.0,607.0,598.0,365.0,,,Sinopec Oilfield Service Corporation,6.763872,6.722866,6.861517,7.427319,7.238254,7.303582,8.416203,7.907876,55.305506,54.368329,57.19093,63.773198,69.870147,68.073394,69.533053,73.772688,-3.178757,-1.599872,-3.253443,-3.951162,0.048,0.004,0.009,0.024,62.069378,61.091195,64.052447,71.200517,0.914244,0.078978,0.179791,0.463814,CNY,,66792.0,,FALSE,Resources&Materials
ROYOLE,3190.0,3190.0,3190.0,600.0,572.0,487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Technology&Electronics
"JIANGSU GOODWE POWER SUPPLY TECHNOLOGY CO., LTD",3084.0,3158.0,,560.0,,,,,ZIM Integrated Shipping Services Ltd.,-0.252267,0.274455,4.599529,5.8959,0.284263,0.786737,4.712832,5.9815,2.178361,2.549786,5.242309,5.7294,3.299761,3.991696,10.728698,12.5616,0.038026,-0.035161,-3.343051,-1.645,-0.18149,4.408511,40.31,38.49,1.926094,2.824241,9.841838,11.6253,-0.018149,0.517961,4.640305,4.6194,USD,,4830.0,,FALSE,Technology&Electronics
ANGELALIGN TECHNOLOGY INC.,3157.0,2258.0,,590.0,,,,,Angelalign Technology Inc.,0.293379,0.497674,3.314732,3.602197,0.297418,0.501703,3.31907,3.606766,0.55941,0.712465,0.826112,0.884012,0.645898,0.816528,1.271677,1.269706,-0.103035,-0.007276,-0.18205,-0.159774,0.415163,0.908821,1.93,,0.852789,1.210139,4.140844,4.486209,0.068837,0.150689,0.285848,0.213781,CNY,,2144.0,,FALSE,Healthcare
DADA GROUP,3190.0,3190.0,3190.0,599.0,580.0,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Logistics&Transportation
"INNER MONGOLIA YUAN XING ENERGY CO.,LTD",3340.0,2775.0,,639.0,,,,,Inner Mongolia Yuan Xing Energy Company Limited,12.15834981857,12.114064051729999,14.05232725427,16.719205946989998,10.72604350852,10.631129098370002,12.352398814399999,14.6156955199,11.36090888925,11.140712243120001,12.02254230881,13.14301376698,7.69322035378,7.69805788571,12.14545392137,10.98650608868,-0.66419841348,-0.80359333032,2.2585384487600004,-3.34116662754,0.18,0.02,1.36,0.73,23.51925870782,23.25477629485,26.074869563080004,29.862219713970003,0.67347746471,0.06809601621,4.94792118015,2.65972487764,CNY,,4361.0,,FALSE,Resources&Materials
BAOJI TITANIUM INDUSTRY,3339.0,4147.0,6074.0,638.0,748.0,,,,"Baoji Titanium Industry Co., Ltd.",4.06882921787,4.36550373429,6.48253301204,6.76480614794,5.32553431363,5.203821304770001,7.782159747970001,7.655791406770001,4.032567562530001,4.3836206813,5.27417313387,5.694323559560001,4.1876202107600005,4.3376993832799995,5.24604249442,6.63463194444,-0.04998065211,-0.13386461095,-0.48141968162,-0.25317527054,0.5578000000000001,0.8429000000000001,1.1825,1.1661,8.1013967804,8.74912441559,11.75670614591,12.4591297075,0.24001060972,0.36265635623000003,0.56027974852,0.5571579593,CNY,,3920.0,,FALSE,Resources&Materials
SHENZHEN YUTO PACKAGING TECHNOLOGY,3332.0,4225.0,3634.0,637.0,618.0,580.0,,,"ShenZhen YUTO Packaging Technology Co., Ltd.",6.65423589608,8.7462964164,9.56681133249,10.75487265056,7.1205275959200005,9.61244804007,10.453334634319999,11.815209120899999,5.920318086,7.84080987267,9.14244461905,10.31101400013,9.84487498615,11.788937055989999,14.85012763374,16.36209834786,-0.97530777089,-2.02486692433,-1.6046076656500001,-2.45616695111,1.1948,1.2862,1.093,1.6114000000000002,12.57455398208,16.58710628907,18.70925595154,21.065886650689997,1.04494237942,1.12016013302,1.01721921377,1.48787406679,CNY,,,,FALSE,Resources&Materials
KEBODA TECHNOLOGY,3328.0,4430.0,4028.0,636.0,630.0,691.0,,,"KEBODA TECHNOLOGY Co., Ltd.",3.35857151117,3.95443936901,4.21143394092,4.30350731422,3.2408656106500002,3.81264258131,4.079955618780001,4.1575309130399996,0.57521262528,0.75564441371,0.64417483559,0.99154573413,2.92213902217,2.9137276799899996,2.8065087460100004,3.38391763613,-1.1417078231600002,-0.21295960329,0.093433065,-0.0030457617000000004,1.295,1.2864,0.972,1.1203,3.93378413645,4.71008378272,4.8556087765100004,5.295053048350001,0.47486239355000004,0.51467919071,0.38889524841,0.45024597913,CNY,,,,FALSE,Transport&Aerospace
CHINA SPACESAT,3319.0,3353.0,3471.0,635.0,455.0,543.0,,,"China Spacesat Co.,Ltd.",7.34293358602,7.74283081442,7.93647380256,8.14429180531,5.72736123425,5.90510972975,6.03160293888,6.25656088787,4.28744595144,3.8476145803899997,5.16266726774,5.603593060810001,6.46326238974,7.00740441307,7.0589298617,8.24232987573,-0.28901140792,-0.29113118062,-0.35065336548000003,-0.0883070701,0.28,0.3,0.2,,11.63037953746,11.590445394809999,13.0991410703,13.747884866120001,0.33562278514,0.35353831306,0.23324265544999997,0.28577885002,CNY,,3772.0,,FALSE,Transport&Aerospace
CHONGQING FULING ZHACAI GROUP,3305.0,4439.0,4059.0,632.0,511.0,698.0,,,"Chongqing Fuling Zhacai Group Co., Ltd.",2.8711612951700003,3.4114599054499997,7.16705088066,7.75516976432,2.8711612951700003,3.4114599054499997,7.16705088066,7.75516976432,0.49087851837,0.5581520094,0.5816540540299999,0.84660946023,1.98959312312,2.2727465985100004,2.51864738914,2.5483150959,-0.61273364268,-1.2179520988099999,-3.4184961975,-0.5359393989,0.77,0.98,0.87,,3.36203981354,3.9696119148499998,7.748704934689999,8.601779224549999,0.60514187433,0.7771057825800001,0.74195845729,0.89878939136,CNY,,3107.0,,FALSE,Food&Restaurants
