company_name,world_rank_2022,world_rank_2021,world_rank_2020,company_business,local_rank_2022,local_rank_2021,local_rank_2020,num_employees_x,founded_year,ipo_year,matched_to,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,currency,num_employees_y,status,use_cases,slugs_matched,related_companies,total_articles,profile_tier
LINGYI ITECH (GUANGDONG) COMPANY,2279,2524,1418,"['Technology', 'Electrical Products', 'Electronics', 'Capital Goods']",366,213,171,,1975,,Lingyi iTech (Guangdong) Company,11659864606.17,14496252074.1,15842276351.14,,12780658789.54,16673436896.55,20044116019.04,,15657913395.22,14891000806.76,19704375028.76,,23915823147.04,28142547990.05,30384494153.3,,-3737043351.59,-3530326285.99,-3943208281.13,,0.28,0.33,0.17,,27317778001.39,29387252880.86,35546651379.9,,1894179510.15,2266162950.77,1180093116.13,,CNY,,,,,,,
"FARASIS ENERGY (GAN ZHOU) CO., LTD.",3113,2841,,"['Consumer Cyclical', 'Automobile Parts']",574,,,3670,,,"Farasis Energy (Gan Zhou) Co., Ltd.",7103370887.49,10076582745.13,9274076063.44,,7716659549.12,11728916183.2,11465105723.92,,4597019076.41,5341062260.62,11662357896.43,,2449628725.5,1119652306.75,3500076221.91,,591913394.6,-756624066.98,-3880677575.1,,0.15,-0.35000000000000003,-0.89,,11700389963.9,15417645005.75,20936433959.87,,131227665.49,-331004259.32,-952720292.43,,CNY,,,,,,,
"DONGGUAN YIHEDA AUTOMATION CO., LTD.",3083,3111,,"['Industries', 'Tools and Equipment']",559,,,,,,"Dongguan Yiheda Automation Co., Ltd.",1115161461.64,1357712114.77,2262699134.32,2666103110.97,1115161461.64,1357712114.77,2262699134.32,2666103110.97,186663250.19,307930682.08,512424088.78,759868233.05,761000568.35,1209680515.15,1802820702.23,2514820718.47,-103825550.4,-269627163.4,-572533522.29,194607298.43,0.33405399999999996,0.625,0.89,1.06,1301824711.83,1665642796.85,2775123223.1,3425971344.02,144311492.85,271350653.13,400646567.66,506401313.15,CNY,3200,,,,,,
BTG HOTELS (GROUP),3478,4385,4165,"['Consumer Cyclical', 'Hotels', 'Restaurants', 'Tourism']",670,810,722,,,,"BTG Hotels (Group) Co., Ltd.",9296827987.99,8635412267.36,11321562717.73,10610078038.25,10740142275.84,9408002205.19,11498750771.94,10497770808.78,7813169622.51,7997162323.96,15684295523.29,14838109562.91,8311103504.52,5281880485.31,6153086628.43,5089377392.57,-264379243.3,-681588214.96,-454481040.04,-1962294301.0,0.9031,-0.5074000000000001,0.056,,17109997610.5,16632574591.32,27005858241.02,25448187601.16,884973463.27,-496005290.39,55676902.32,-582169872.66,CNY,12543,,,,,,
"HANGZHOU LION ELECTRONICS CO.,LTD",2347,2469,,"['Technology', 'Semiconductors']",381,,,,,,"Hangzhou Lion Electronics Co.,Ltd",1959063663.87,2512693537.84,8241477057.4,9821305548.08,2015919340.11,2297557681.03,8151659293.8,13361921050.83,2798396095.23,3862652776.7,4319154351.04,8720318256.1,1191685953.89,1502017793.75,2540916179.28,2914216347.78,-1084103707.3,-704541581.92,-3031615043.45,-4744916380.8,0.243243,0.371622,1.46,1.02,4757459759.1,6375346314.54,12560631408.44,18541623804.18,128187904.69,201957668.83,600303350.38,687789876.81,CNY,,False,,"['hangzhou-nete-zengying-technology-co-ltd', 'hangzhou-yi-pen-technology-co-ltd']","['Hangzhou Nete Zengying Technology Co., Ltd.', 'Hangzhou Yi Pen Technology Co., Ltd.']",0,3
YANGZIJIANG SHIPBUILDING (HOLDINGS),4104,3643,3624,"['Industries', 'Aerospace and Defense']",844,902,577,6504,,,Yangzijiang Shipbuilding (Holdings) Ltd.,32054525000.0,33376515000.0,36061565000.0,17704760000.0,33345115000.0,34465533000.0,37876195000.0,19871131000.0,13701597000.0,11534146000.0,15550699000.0,15262343000.0,23597175000.0,14841266000.0,16767906000.0,20705076000.0,-709836000.0,-1035028000.0,315391000.0,-876520000.0,0.7888000000000001,0.6439,0.9579000000000001,,45756122000.0,44910661000.0,51612264000.0,32967103000.0,3105069000.0,2516404000.0,3698632000.0,2807480000.0,CNY,7820,,,,,,
BLUE MOON GROUP HOLDINGS LIMITED,3177,2974,,"['Consumer Defensive', 'FMCG']",596,,,,,,Blue Moon Group Holdings Limited,2863079000.0,11679421000.0,12346422000.0,,3070475000.0,11679421000.0,12346422000.0,,2177612000.0,4123716000.0,2165314000.0,,7049905000.0,6996348000.0,7597481000.0,,-193503000.0,-265851000.0,-263137000.0,,0.187853,0.26030000000000003,0.1749,,5040691000.0,15803137000.0,14511736000.0,,1079617000.0,1309411000.0,1014415000.0,,HKD,9025,,,,,,
YINTAI GOLD,4122,4402,3325,"['Basic Materials', 'Gold Mining', 'Precious Metals', 'Mining', 'Metals']",849,709,513,1566,,,"Yintai Gold Co., Ltd.",10111230435.09,11066302552.09,12338746362.19,12679379738.52,9282581508.24,10124963803.67,10466435061.23,11021922846.33,1774563264.64,1840453217.75,3594510005.15,3487419894.98,5148950653.26,7905802338.95,9040243854.29,8381544037.91,-1066245410.58,-1533669920.95,-805087475.12,-1360446289.09,0.3136,0.4475,0.4586,,11885793699.73,12906755769.84,15933256367.34,16166799633.5,864165428.85,1242446761.34,1273338698.63,1124456118.62,CNY,,,,,,,
SINOPEC OILFIELD SERVICE CORPORATION,3193,3392,2587,"['Energy', 'Oil and Gas']",607,598,365,,,,Sinopec Oilfield Service Corporation,6763872000.0,6722866000.0,6861517000.0,7427319000.0,7238254000.0,7303582000.0,8416203000.0,7907876000.0,55305506000.0,54368329000.0,57190930000.0,63773198000.0,69870147000.0,68073394000.0,69533053000.0,73772688000.0,-3178757000.0,-1599872000.0,-3253443000.0,-3951162000.0,0.048,0.004,0.009000000000000001,0.024,62069378000.0,61091195000.0,64052447000.0,71200517000.0,914244000.0,78978000.0,179791000.0,463814000.0,CNY,66792,,,,,,
ZHEJIANG CENTURY HUATONG GROUP,1963,2487,1438,"['Consumer Cyclical', 'Plastics / Plastic Products', 'Automobile', 'Automobile Parts']",304,321,176,,,,"Zhejiang Century Huatong Group Co.,Ltd",24868754565.53,29947914732.16,32153817002.03,,24545721818.94,32938610028.18,31097088918.77,,7490362526.67,12798919845.43,8488744546.21,,14689715624.19,14982965023.78,13929006709.57,,-2964420885.54,-8052771460.48,-1168984077.34,,0.38,0.4,0.32,,32359117092.2,42746834577.59,40642561548.24,,2285373120.16,2946328534.42,2326713719.04,,CNY,,,,,,,
SHANDONG SINOCERA FUNCTIONAL MATERIAL,2814,2637,3748,"['Basic Materials', 'Chemicals']",488,384,606,2681,2005,,"Shandong Sinocera Functional Material Co., Ltd.",3954940182.24,5369156869.65,6136230085.33,6305309755.39,3688065870.54,4995224063.61,5743129732.42,5882401887.05,850721654.31,655790634.84,1742556634.24,1196466847.64,2153079393.87,2542257374.57,3161738769.22,3166888573.14,-233825998.3,-336294991.15,-456626114.14,-614178935.16,0.52,0.6000000000000001,0.79,,4805661836.55,6024947504.49,7878786719.57,7501776603.03,500563277.38,573840299.36,795159851.29,497042596.02,CNY,4009,,,,,,
DONGXING SECURITIES COMPANY,2952,3628,2689,"['Financial Services', 'Stock Markets, Trading, Capital Markets']",526,468,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA SPACESAT,3319,3353,3471,"['Industries', 'Aerospace and Defense', 'Satellites', 'Technology']",635,455,543,4100,,,"China Spacesat Co.,Ltd.",7342933586.02,7742830814.42,7936473802.56,8144291805.31,5727361234.25,5905109729.75,6031602938.88,6256560887.87,4287445951.44,3847614580.39,5162667267.74,5603593060.81,6463262389.74,7007404413.07,7058929861.7,8242329875.73,-289011407.92,-291131180.62,-350653365.48,-88307070.1,0.28,0.30000000000000004,0.2,,11630379537.46,11590445394.81,13099141070.3,13747884866.12,335622785.14,353538313.06,233242655.45,285778850.02,CNY,3772,,,,,,
BAIC BLUEPARK NEW ENERGY TECHNOLOGY,2674,2351,3951,"['Consumer Cyclical', 'Automobile', 'Cars']",447,555,647,,1992,,"BAIC BluePark New Energy Technology Co.,Ltd.",17651988578.72,11383538626.48,11684844977.83,,27099706256.09,20375226870.8,17835330261.89,,41483769521.33,32242210012.86,27396038233.68,,23588709597.84,5272466220.56,8696826071.34,,-5698843780.55,2996336068.67,-2329955378.26,,0.0264,-1.8555000000000001,-1.3035,,59135758100.05,43625748639.34,39080883211.51,,92010083.32,-6482440212.17,-5243780936.01,,CNY,,,,,,,
HENGYI PETROCHEMICAL,2774,2788,2483,"['Basic Materials', 'Chemicals', 'Petrochemicals']",476,366,343,16557,1990,,"Hengyi Petrochemical Co., Ltd.",29063449700.58,30292148780.83,32940179276.81,32658145395.16,39976073006.84,44137867199.5,44505494025.81,45615373091.29,56167307916.2,61968119374.71,72608730196.12,79306652316.17,79620543631.74,86429630191.87,128979539693.27,152050274944.64,-12489202006.73,-7952472721.01,-7551704310.03,-2126291081.88,1.13,0.8300000000000001,0.93,-0.30000000000000004,85230757616.78,92260268155.54,105548909472.93,111964797711.33,3201348425.33,3071998839.75,3408043143.47,-1079547699.72,CNY,15637,,,,,,
KEBODA TECHNOLOGY,3328,4430,4028,"['Consumer Cyclical', 'Electrical Products', 'Electronics', 'Capital Goods', 'Automobile Parts']",636,630,691,,,,"KEBODA TECHNOLOGY Co., Ltd.",3358571511.17,3954439369.01,4211433940.92,4303507314.22,3240865610.65,3812642581.31,4079955618.78,4157530913.04,575212625.28,755644413.71,644174835.59,991545734.13,2922139022.17,2913727679.99,2806508746.01,3383917636.13,-1141707823.16,-212959603.29,93433065.0,-3045761.7,1.295,1.2864,0.972,1.1203,3933784136.45,4710083782.72,4855608776.51,5295053048.35,474862393.55,514679190.71,388895248.41,450245979.13,CNY,,,,,,,
CHACHA FOOD COMPANY,3554,5086,4598,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']",690,624,804,4603,,,"Chacha Food Company, Limited",3654994883.72,4207884703.08,4796138022.82,5271499220.49,3654291818.96,5435518727.07,6060436635.25,6569735330.51,1753709636.57,2771099894.03,3276083889.85,3275808581.34,4837252294.43,5289304049.87,5985026032.16,6883365207.54,-152623096.4,-178162781.75,-596185153.75,313454336.66,1.216,1.597,1.839,,5408704520.29,6978984597.11,8072221912.67,8547307801.83,603525540.22,805114817.74,928660657.26,975999559.61,CNY,5236,,,,,,
YIHAI INTERNATIONAL HOLDING,3468,2844,2241,"['Consumer Defensive', 'Food Products', 'FMCG', 'Package Foods']",666,179,301,2127,,,Yihai International Holding Ltd.,2728147000.0,3513587000.0,4108736000.0,4537021000.0,2613849000.0,3295258000.0,3805586000.0,4319872000.0,583604000.0,773747000.0,896342000.0,1014272000.0,4282488000.0,5360021000.0,5942617000.0,6147011000.0,-947254000.0,-72511000.0,-922056000.0,-573034000.0,0.741,0.902,0.782,,3311751000.0,4287334000.0,5005078000.0,5551293000.0,718634000.0,885222000.0,766201000.0,741987000.0,CNY,2720,,,,,,
TIANJIN 712 COMMUNICATION & BROADCASTING,3290,3539,4222,"['Technology', 'Communications Equipment']",629,534,729,2106,,,"TianJin 712 Communication & Broadcasting Co., Ltd.",2558271666.5,3004155569.26,3615253837.7,4374479469.22,2602271666.5,3104155569.26,3615253837.7,4707534427.73,2906413520.48,3870743494.7,4972454727.05,5448865772.4,2140653347.67,2696095416.32,3450935749.33,4039623590.34,-62882491.0,-219520793.53,-555935591.99,-40403442.03,0.45,0.68,0.9,,5464685186.98,6874899063.96,8587708564.75,9823345241.62,345316672.44,523083902.76,688298268.44,774915942.07,CNY,2275,,,,,,
HEBEI HENGSHUI LAOBAIGAN LIQUOR,4174,5264,6299,"['Consumer Defensive', 'Alcoholic Beverages', 'Beverages']",860,606,,5903,,,"Hebei Hengshui Laobaigan Liquor Co., Ltd.",3294053406.98,3471154220.1,3724513607.13,4346512314.1,3288567655.1,3465109286.05,3724513607.13,4346512314.1,2979244845.45,2993960869.22,3880574109.3,4571126158.25,4030248448.01,3597786950.3,4027152026.78,4653101198.15,-389113554.97,-458238792.74,-874352952.03,-387881691.95,0.45,0.35000000000000003,0.43,0.78,6273298252.43,6465115089.32,7605087716.43,8917638472.35,404302861.13,312603891.46,389206340.64,707596714.46,CNY,,,,,,,
PIOTECH INC.,,,,,,,,,,,Piotech Inc.,814269557.03,1122498745.81,1193337606.28,3707895731.56,814269557.03,1122209674.37,1192607665.6,3981530962.28,259847317.16,691570347.59,1324390602.63,3605390781.35,251251546.85,435627676.17,757960880.13,1705562723.82,-14374680.43,-5842262.65,-149613286.75,-151466561.56,,,0.72,,1074116874.19,1814069093.4,2517728208.91,7313286512.91,-19366448.24,-11489015.66,68486475.03,368517550.14,CNY,830,,,,,,
"AIM VACCINE CO., LTD.",,,,,,,,,,,"AIM Vaccine Co., Ltd.",1618124000.0,3421625000.0,5699290000.0,5860907000.0,1566767000.0,3421625000.0,5076929000.0,5299683000.0,1332598000.0,1266328000.0,2373063000.0,3014879000.0,951648000.0,1637970000.0,1570129000.0,1264073000.0,-340196000.0,-604917000.0,-1337505000.0,-858150000.0,0.097053,0.313534,-0.572676,,2950722000.0,4687953000.0,8072353000.0,8875786000.0,117406000.0,379287000.0,-692774000.0,-319601000.0,CNY,1576,,,,,,
GUANGDONG HEC TECHNOLOGYHOLDING,3937,4241,3067,"['Technology', 'Electronics', 'Capital Goods']",781,1026,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAFRON BIOMEDICAL,2562,3032,3088,"['Healthcare', 'Medical Equipment']",423,316,464,1895,1989,,"Jafron Biomedical Co.,Ltd.",2170534738.0,2833610052.04,3383645543.75,3590450998.54,2142470110.8,2806789690.15,4256228688.41,4511065874.68,324127383.83,383060209.9,1426456576.97,1822964653.42,1431819390.39,1950780490.05,2675454460.17,2491439432.1,-197124583.93,-341106029.13,-670219864.81,-305901131.93,0.72,1.1,1.49,,2494662121.83,3216670261.94,4810102120.72,5413415651.96,570822715.83,875240536.84,1196813354.44,889537704.85,CNY,3003,,,,,,
DONLINKS INTERNATIONAL INVESTMENT,4916,6096,9531,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']",1070,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YUNNAN CHIHONG ZINC & GERMANIUM CO., LTD.",3882,3783,,"['Basic Materials', 'Mining']",767,,,9735,,,"Yunnan Chihong Zinc & Germanium Co., Ltd.",17717414109.73,17050235367.0,17197111609.67,17220600377.42,17546904674.63,19937790419.22,19326261564.83,18449814438.83,13655365272.95,12188814966.49,11392611912.57,9378913894.72,16403340800.23,19164746829.09,21716509827.62,21900245142.18,-1182648662.85,-521213217.04,-888251762.76,-586308677.62,0.1526,0.0926,0.1148,0.1315,31372779382.68,29239050333.49,28589723522.24,26599514272.14,777138406.46,471662783.78,584417261.51,669597958.81,CNY,7772,,,,,,
DO-FLUORIDE CHEMICALS,3273,3016,6673,"['Basic Materials', 'Chemicals']",624,1105,,4348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDS HOLDINGS,2241,1822,1698,"['Technology', 'Software and IT', 'Software Products', 'Data Centers']",360,158,216,1479,2006,2016,GDS Holdings Limited,11355562000.0,26667722000.0,25896162000.0,24184655000.0,21433689000.0,39162934000.0,45612676000.0,51881104000.0,20136969000.0,30591073000.0,45736281000.0,50629299000.0,4122405000.0,5738972000.0,7818681000.0,9325631000.0,-5131231000.0,-9378007000.0,-13691538000.0,-11274884000.0,-3.6,-4.72,-7.2,,31492531000.0,57258795000.0,71632443000.0,74813954000.0,-442083000.0,-666407000.0,-1187218000.0,-1458673000.0,CNY,2185,,,,,,
YOUNGY,3486,2677,8008,"['Basic Materials', 'Chemicals']",671,1335,,,,,"YOUNGY Co.,Ltd.",591282999.59,614001937.94,709876052.21,3211407521.94,546754204.26,616591224.16,650187082.11,3090512683.87,219017313.26,402990069.91,637414586.53,649051612.93,269797293.27,389934988.44,920597597.28,2992396280.89,11969541.17,-65452953.36,-80725769.93,-579042946.56,-1.256,0.081,0.263,9.3968,810300312.85,1016992007.85,1347290638.74,3860459134.87,-326132395.72,21044846.41,68289424.55,2439939326.64,CNY,1008,,,,,,
WUHAN ZHONGSHANG COMMERCIAL GROUP,3096,3304,1783,"['Consumer Cyclical', 'Retail', 'Super Markets']",564,313,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,['wuhan-equity-custody-trading-center-co-ltd'],"['Wuhan Equity Custody Trading Center Co., Ltd.']",0,3
SICHUAN HEBANG BIOTECHNOLOGY CORPORATION LIMITED,3526,4078,,"['Basic Materials', 'Chemicals']",681,,,4803,,,Sichuan Hebang Biotechnology Corporation Limited,11453000717.38,11307454037.3,14637279694.73,19763218270.44,11459473520.06,11404198609.79,14313529234.98,19526833942.95,3031061232.69,3432563300.54,3285075957.02,4339408910.04,5969100707.0,5260765988.7,9867109124.21,13038947986.8,-1276378293.92,-210379163.86,-1722474646.36,-807242334.32,0.0597,0.0048000000000000004,0.3578,,14484061950.07,14740017337.84,17922355651.75,24102627180.48,516853761.62,40942452.37,3023306248.16,3806808869.24,CNY,6459,,,,,,
PINGDINGSHAN TIANAN COAL. MINING,4741,4987,6502,"['Energy', 'Mining', 'Coal Mining']",1016,1108,,,,,"Pingdingshan Tianan Coal. Mining Co., Ltd.",16299546956.76,17770740792.69,19218877895.1,24775020753.62,25400795458.3,24030722469.0,21848095865.0,24854207499.89,37961251087.23,35751666292.49,44699099781.75,49382256192.9,23635389266.08,22397484725.35,29698819714.48,36044303563.49,-3266987113.52,-3515869456.8,-4393735445.71,-10463037377.69,0.49420000000000003,0.6046,1.2631999999999999,2.4727,54260798043.99,53522407085.18,63917977676.85,74157276946.52,1155028533.25,1387526653.36,2922272120.7,5724840018.12,CNY,53635,,,,,,
SHENERGY COMPANY,3165,3660,3184,['Utilities'],591,663,479,,,,Shenergy Company Limited,37864553721.69,38935104346.73,38533911612.02,38160889063.6,41520553759.36,43745762306.81,45812342635.35,50266442390.61,30079516790.21,37363331242.17,51102643580.24,51738778588.43,38841303798.99,19708858717.41,25312773856.77,28193118547.05,-5302472848.41,-5462454618.1,-3398866133.51,-2216529225.96,0.483,0.487,0.313,0.221,67944070511.9,76298435588.9,89636555192.26,89899667652.03,2286499089.13,2392563365.89,1642136082.82,1082465422.75,CNY,,,,,,,
SHANGHAI ELECTRIC POWER COMPANY,3272,5104,3973,"['Utilities', 'Electric Utilities', 'Renewable Energy']",623,899,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANSINO BIOLOGICS,2240,1667,5602,"['Healthcare', 'Pharmaceutical', 'Biopharmaceutical']",359,277,,,2009,,CanSino Biologics Inc.,1470516000.0,6070854000.0,8547884000.0,7245602000.0,1600516000.0,6160854000.0,8035046000.0,7626098000.0,313982000.0,677219000.0,3326303000.0,4223358000.0,0.0,18544000.0,4299702000.0,1031041000.0,-797770000.0,-182713000.0,-2531270000.0,-1191955000.0,-0.77,-1.72,7.74,-3.68,1784498000.0,6748073000.0,11874187000.0,11468960000.0,-156766000.0,-396638000.0,1914390000.0,-909431000.0,CNY,2291,,,,,,
TITAN WIND ENERGY (SUZHOU),3360,4689,5799,"['Industries', 'Industry Machinery']",645,1038,,2483,,,"Titan Wind Energy (Suzhou) Co.,Ltd",5947931101.83,6889788119.03,7850011891.53,,7626942623.16,8883574042.87,9936080267.93,,7118254855.28,7858475969.14,7850323873.28,,6058445541.29,8099863093.64,8172174990.76,,-916070010.52,-909804933.69,-442113949.96,,0.42,0.6000000000000001,0.73,,13066185957.11,14748264088.17,15700335764.81,,746502557.03,1049609788.25,1309506834.36,,CNY,,,,,,,
TONGFU MICROELECTRONICS,3928,4025,4012,"['Technology', 'Electronics', 'Semiconductors']",780,503,686,13594,,,"Tongfu Microelectronics Co.,Ltd",6502119017.57,10014949476.45,11022394634.39,14561955661.45,6869042711.94,12027394703.24,14649231744.22,19859231006.29,9654979065.37,11215801610.54,16078671529.5,21067472622.95,8266574620.47,10768700029.4,15812232813.96,21428576599.2,-2258384709.57,-5205081268.52,-4967579122.67,-7196494147.46,0.02,0.29,0.72,,16157098082.94,21230751086.99,27101066163.89,35629428284.4,19141404.2,338427876.25,956691241.24,502004796.22,CNY,19168,,,,,,
WESTONE INFORMATION INDUSTRY,2771,2912,3873,"['Industries', 'Security Systems and Solutions', 'Networking Products / Solutions', 'Technology']",474,1097,628,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['westone-information-industry'],['Westone Information Industry'],0,3
KINGFA SCI. & TECH,3151,2860,4238,"['Basic Materials', 'Chemicals']",586,398,733,10258,,,Kingfa Science & Technology (India) Limited,,3485895000.0,3539753000.0,3845874000.0,,3667491000.0,3783503000.0,4014624000.0,,2477104000.0,3170610000.0,4920937000.0,,7415003000.0,6272354000.0,10477130000.0,,-629219000.0,-139156000.0,-181311000.0,,20.33,4.39,25.29,,5962999000.0,6710363000.0,8766811000.0,,246165000.0,53218000.0,306334000.0,INR,221,,,,,,
HUAXIN CEMENT,2821,3092,2167,"['Basic Materials', 'Cement', 'Construction Materials']",492,451,286,,,,"Huaxin Cement Co., Ltd.",23367682745.0,25739938498.0,29377837308.0,30838180461.0,24546644062.0,29019418737.0,35139696594.0,39005737283.0,13277703972.0,18188570653.0,23171780742.0,33403495804.0,31439214600.0,29356515691.0,32464083379.0,30470382363.0,-4486704451.0,-5008041912.0,-6794063625.0,-8383336829.0,3.03,2.69,2.58,,36645386717.0,43928509151.0,52549618050.0,64241676265.0,6342304317.0,5630598812.0,5363525692.0,2698868510.0,CNY,19278,,,,,,
"SHANGHAI MICROPORT MEDBOT (GROUP) CO., LTD.",,,,,,,,,,,"Shanghai MicroPort MedBot (Group) Co., Ltd.",26411000.0,1441452000.0,2390152000.0,,26411000.0,1442856000.0,2393142000.0,,52024000.0,262902000.0,401732000.0,,0.0,0.0,2150000.0,,26723000.0,-15008000.0,-396575000.0,,-0.07323099999999999,-0.212868,-0.63,,78435000.0,1704354000.0,2791884000.0,,-69801000.0,-208874000.0,-582921000.0,,CNY,1200,,,,,,
