company_name,world_rank_2022,world_rank_2021,world_rank_2020,company_business,local_rank_2022,local_rank_2021,local_rank_2020,num_employees,founded_year,ipo_year,matched_to,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,currency,status,use_cases,slugs_matched,related_companies,total_articles,profile_tier
JIANGXI COPPER COMPANY,1978.0,1895.0,2036.0,"['Basic Materials', 'Copper Mining', 'Mining', 'Metals']",309.0,308.0,260.0,24831.0,1979.0,,Jiangxi Copper Company Limited,75.881,74.022,83.225,85.38,2.466,2.32,5.636,5.994,0.71,0.67,1.63,,240.36,318.563,442.768,479.938,58.503,74.487,83.155,83.275,-11.944,-0.303,-3.229,-7.719,134.914,140.882,161.035,167.331,59.033,66.859,77.81,81.95,CNY,,,,,,
CHINA HONGQIAO GROUP LIMITED,,,,,,,,,,,China Hongqiao Group Limited,113.588,104.729,95.982,89.436,6.095,10.496,16.073,8.702,0.7087,1.221,1.772,0.9358,84.179,86.145,114.491,131.699,109.821,100.483,112.281,100.735,-6.263,-6.974,-5.463,-16.773,179.604,181.531,188.421,185.742,66.016,76.802,92.439,96.306,CNY,,,,,,
METALLURGICAL CORPORATION OF CHINA,2926.0,2380.0,1806.0,"['Industries', 'Real Estate', 'Mining', 'Metals', 'Construction']",520.0,708.0,237.0,101020.0,,,Metallurgical Corporation of China Ltd.,341.601,366.038,392.082,423.475,6.6,7.862,8.375,10.272,0.27,0.32,0.35,0.45,338.638,400.115,500.572,592.669,126.829,124.313,133.048,151.249,-9.835,-12.287,-12.567,-6.559,458.506,506.393,543.47,585.384,116.906,140.355,151.388,161.909,CNY,,,,,,
SHIJIAZHUANG YILING PHARMACEUTICAL,2931.0,3841.0,5067.0,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Biotechnology']",522.0,546.0,927.0,9618.0,,,"Shijiazhuang Yiling Pharmaceutical Co., Ltd.",1.117,2.569,3.833,5.406,0.607,1.219,1.344,2.362,0.364286,0.7295,0.8044,1.4137,5.825,8.782,10.117,12.533,7.944,8.919,9.57,11.132,0.037,-1.04,-0.507,-1.995,9.069,11.492,12.905,16.336,7.953,8.923,9.072,10.93,CNY,,,,,,
TOPCHOICE MEDICAL CORPORATION,2071.0,1785.0,2906.0,"['Healthcare', 'Healthcare Service', 'Hospitals']",327.0,205.0,420.0,,1995.0,,"Topchoice Medical Co., Inc.",0.69,0.716,1.81,1.536,0.463,0.493,0.703,0.548,1.45,1.54,2.19,1.71,1.894,2.088,2.781,2.719,2.106,2.375,2.991,3.34,-0.423,-0.294,-0.484,-0.497,2.66,3.064,4.955,5.154,1.97,2.348,3.144,3.618,CNY,,,,,,
COSCO SHIPPING ENERGY TRANSPORTATION,4101.0,4728.0,3675.0,"['Industries', 'Shipping', 'Freight Transport']",843.0,638.0,588.0,6929.0,,,"COSCO SHIPPING Energy Transportation Co., Ltd.",36.674,30.358,29.467,34.68,0.432,2.373,-4.975,1.457,0.107,0.518,-1.0447,0.3057,13.88,16.385,12.699,18.658,47.944,50.927,41.258,52.317,-0.792,-4.905,-2.642,-5.191,65.842,65.96,59.389,68.25,29.168,35.602,29.922,33.57,CNY,,,,,,
CHINA NATIONAL BUILDING MATERIAL COMPANY,1633.0,1615.0,1536.0,"['Basic Materials', 'Construction Materials', 'Cement']",247.0,264.0,190.0,155606.0,1984.0,,China National Building Material Company Limited,295.291,291.197,283.918,290.129,12.145,13.545,17.013,8.65,1.301,1.489,1.932,0.944,253.403,254.762,273.683,230.168,189.917,194.506,211.775,218.343,-26.58,-29.343,-35.611,-25.679,446.548,456.378,462.542,482.467,151.257,165.181,178.624,192.338,CNY,,,,,,
SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY,2962.0,2349.0,2451.0,"['Healthcare', 'Medical Equipment', 'HealthCare Products']",529.0,261.0,335.0,10433.0,,,Shandong Weigao Group Medical Polymer Company Limited,9.329,8.954,9.46,,1.845,2.03,2.245,,0.41,0.46,0.5,,10.364,11.345,13.152,,20.62,21.538,22.722,,-1.337,0.423,-1.479,,26.326,27.345,30.367,,16.997,18.39,20.907,,CNY,,,,,,
INDUSTRIAL SECURITIES,1878.0,1866.0,2171.0,"['Financial Services', 'Stock Markets, Trading, Capital Markets', 'Investments', 'Securities', 'Asset Management']",290.0,295.0,288.0,8906.0,1991.0,,China Industrial Securities International Financial Group Limited,20.465,14.917,12.408,,-0.462,-0.493,0.04,,-0.1155,-0.1231,0.01,,1.262,0.577,0.636,,7.529,5.634,6.74,,-0.009,-0.012,-0.022,,24.305,18.264,16.795,,3.84,3.347,4.387,,HKD,,,,,,
SICHUAN CHUANTOU ENERGY,2226.0,2418.0,2325.0,"['Utilities', 'Power Generation', 'Electricity Generation']",356.0,395.0,314.0,,,,"Sichuan Chuantou Energy Co.,Ltd.",9.799,11.571,16.178,19.515,2.947,3.162,3.087,3.515,0.6695,0.7182000000000001,0.7009000000000001,0.7957000000000001,0.838,1.031,1.263,1.42,31.278,34.394,38.998,44.656,-2.429,1.483,-2.513,-1.197,37.455,41.329,48.467,54.714,27.657,29.758,32.289,35.199,CNY,,,,,,
ENN ECOLOGICALHOLDINGS,2095.0,2240.0,5335.0,"['Industries', 'Energy', 'Conglomerate']",332.0,481.0,997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHANGHAI M&G STATIONERY,2031.0,1956.0,2282.0,"['Industries', 'Pens & Stationery', 'Office Equipment']",315.0,218.0,307.0,,1997.0,,Shanghai M&G Stationery Inc.,3.104,4.269,4.901,5.77,1.06,1.255,1.518,1.282,1.1523,1.3558,1.645,,11.141,13.138,17.607,19.996,4.202,5.194,6.195,6.849,-0.074,-1.065,-0.663,-0.151,7.565,9.71,11.424,13.023,4.461,5.441,6.523,7.252,CNY,,,,,,
KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY,1847.0,1611.0,3586.0,"['Technology', 'Software and IT']",284.0,197.0,568.0,10663.0,1993.0,,Kingdee International Software Group Company Limited,2.274,2.764,3.284,4.324,0.373,-0.335,-0.302,-0.389,0.1152,-0.1012,-0.0923,-0.1131,3.326,3.356,4.174,4.866,5.987,7.79,7.596,7.65,-0.553,-1.491,-1.205,-0.787,8.42,10.722,11.087,11.731,6.146,7.958,7.803,7.408,CNY,,,,,,
ADVANCED MICRO-FABRICATION EQUIPMENT CHINA,1653.0,1440.0,1897.0,"['Technology', 'Semiconductors']",254.0,214.0,251.0,,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHONGQING SOKON INDUSTRY GROUP STOCK,1710.0,1387.0,6049.0,"['Consumer Cyclical', 'Automobile', 'Electric Vehicles', 'Engines Manufacturing']",265.0,791.0,,,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOOMAGE BIOTECHNOLOGY CORPORATION,1814.0,1536.0,2444.0,"['Basic Materials', 'Chemicals', 'Biotechnology']",279.0,251.0,333.0,,,,Bloomage BioTechnology Corporation Limited,0.422,0.699,1.801,1.999,0.586,0.646,0.782,0.971,1.34,1.35,1.63,2.02,1.886,2.633,4.948,6.359,4.55,5.02,5.843,6.742,-1.247,-1.331,-0.99,-0.836,4.972,5.717,7.504,8.682,4.55,5.018,5.702,6.683,CNY,,,,,,
PING AN HEALTHCARE TECHNOLOGY,1679.0,1679.0,1679.0,"['Healthcare Service', 'Technology', 'Internet or Mobile App Based Business', 'Software and IT']",259.0,271.0,212.0,,2014.0,,Ping An Healthcare and Technology Company Limited,2.71,2.707,3.795,3.684,-0.734,-0.948,-1.538,-0.608,-0.73,-0.92,-1.39,-0.56,5.065,6.866,7.334,6.16,9.649,15.833,14.083,13.46,4.477,-2.497,-3.1,,12.379,18.563,17.881,17.142,9.669,15.856,14.086,13.459,CNY,True,,['ping-an-ventures'],['Ping An Ventures'],0.0,0.0
HAINAN AIRLINES HOLDING,1925.0,3234.0,3110.0,"['Industries', 'Airlines', 'Aviation']",300.0,670.0,468.0,26236.0,1989.0,,"Hainan Airlines Holding Co., Ltd.",134.428,186.831,132.288,137.655,0.543,-64.003,4.721,-20.247,0.006,-3.834,0.26,,72.389,29.401,34.002,22.864,54.626,-28.372,57.204,47.796,-30.173,-3.225,-1.537,2.673,196.535,164.577,143.255,138.114,62.107,-22.254,10.967,0.459,CNY,,,,,,
FULL TRUCK ALLIANCE CO. LTD.,2041.0,1220.0,,"['Freight Transport', 'Software and IT', 'Technology']",318.0,,,4059.0,2011.0,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIGADEVICE SEMICONDUCTOR (BEIJING),1240.0,1374.0,1538.0,"['Technology', 'Semiconductors', 'Electronics', 'Technology Hardware and Instruments', 'Memory Products']",184.0,196.0,191.0,,2005.0,,GigaDevice Semiconductor (Beijing) Inc.,0.947,1.017,1.935,,0.607,0.881,2.337,,1.028571,1.36,3.54,,3.203,4.497,8.51,,5.308,10.694,13.483,,-0.668,0.318,-3.279,,6.174,11.711,15.418,,5.226,10.694,13.483,,CNY,,,,,,
JIANGSU KING'S LUCK BREWERY JOINT-STOCK,1867.0,2265.0,2490.0,"['Consumer Defensive', 'Alcoholic Beverages', 'Wine', 'Beverages']",286.0,246.0,346.0,,1996.0,,"Jiangsu King's Luck Brewery Joint-Stock Co.,Ltd.",2.856,3.584,5.137,,1.458,1.567,2.029,,1.1623,1.249,1.6183,,4.874,5.122,6.408,,7.206,8.267,9.297,,-1.163,0.84,-1.216,,10.062,11.851,14.434,,7.206,8.267,9.297,,CNY,,,,,,
NINGBO TUOPU GROUP,2145.0,3133.0,4258.0,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']",341.0,429.0,739.0,7483.0,,,"Ningbo Tuopu Group Co.,Ltd.",3.83,4.297,8.062,15.35,0.456,0.628,1.017,1.7,0.43,0.6000000000000001,0.93,1.54,5.359,6.511,11.463,15.993,7.558,7.787,10.899,17.312,-1.026,-0.587,-3.736,-5.106,11.234,12.115,18.683,27.51,7.405,7.818,10.62,12.16,CNY,,,,,,
AVARY HOLDING (SHENZHEN),1327.0,1821.0,1044.0,"['Technology', 'Technology Hardware and Instruments', 'Electronics', 'Capital Goods', 'PCB']",200.0,156.0,134.0,35050.0,1999.0,,"Avary Holding(Shenzhen)Co., Limited",9.027,11.543,11.728,10.866,2.925,2.841,3.317,5.012,1.27,1.23,1.43,,26.615,29.851,33.315,36.211,19.829,21.558,23.972,28.113,-3.085,-4.57,-6.952,-4.484,28.856,33.102,35.541,38.803,19.829,21.559,23.813,27.937,CNY,,,,,,
TCL CORPORATION,1441.0,1388.0,1739.0,"['Technology', 'Electronics', 'Mobiles & Accessories', 'Air Conditioners', 'Refrigerators']",221.0,181.0,224.0,48471.0,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLAT GLASS GROUP,1328.0,1284.0,3896.0,"['Industries', 'Solar Power Devices', 'Glass Products', 'Building Products and Equipment']",201.0,245.0,635.0,3440.0,1998.0,,"Flat Glass Group Co., Ltd.",4.879,5.031,8.273,18.349,0.717,1.629,2.12,2.123,0.37,0.8300000000000001,0.99,0.99,4.807,6.26,8.713,15.461,4.795,8.846,13.778,21.51,-1.248,-2.374,-3.563,-7.869,9.392,12.266,20.083,32.382,4.513,7.235,11.81,14.032,CNY,,,,,,
BILIBILI,1373.0,710.0,627.0,"['Communication Services', 'Technology', 'Gaming', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Internet or Mobile App Based Business']",209.0,87.0,74.0,8646.0,2010.0,2018.0,Bilibili Inc.,7.88,16.083,30.337,26.591,-1.289,-3.012,-6.789,-7.497,-3.99,-8.71,-17.87,,6.778,11.999,19.384,21.899,10.467,15.941,39.488,23.921,-3.958,-8.907,-24.578,10.609,15.517,23.866,52.053,41.831,7.636,7.782,21.716,15.24,CNY,,,,,,
SPRING AIRLINES,2223.0,2415.0,2460.0,"['Industries', 'Airlines', 'Aviation']",355.0,333.0,336.0,,2005.0,,"Spring Airlines Co., Ltd.",14.325,18.249,24.573,,1.841,-0.588,0.039,,2.01,-0.64,0.04,,14.804,9.373,10.858,,19.489,20.164,23.219,,-2.28,-4.887,-5.963,,29.367,32.43,38.32,,15.041,14.181,13.747,,CNY,,,,,,
WALVAX BIOTECHNOLOGY,1379.0,1145.0,2184.0,"['Healthcare', 'Biotechnology', 'Biopharmaceutical', 'Pharmaceutical']",210.0,286.0,291.0,,2001.0,,"Walvax Biotechnology Co., Ltd.",1.352,1.79,3.675,4.338,0.142,1.003,0.428,0.729,0.0923,0.6518,0.2727,0.4546,1.121,2.939,3.463,5.086,4.865,6.545,8.484,9.398,0.193,-0.73,-0.977,-0.935,7.018,9.638,13.674,15.328,5.666,7.848,9.999,10.99,CNY,,,,,,
WUXI LEAD INTELLIGENT EQUIPMENT,1230.0,1239.0,2489.0,"['Industries', 'Electronics', 'Electrical Products', 'Solar Power Devices', 'Batteries']",182.0,236.0,345.0,,,,"Wuxi Lead Intelligent Equipment CO.,LTD.",5.233,7.047,14.531,21.783,0.766,0.768,1.585,2.318,0.5427500000000001,0.5443,1.2827,1.4815,4.684,5.858,10.037,13.932,5.081,5.615,9.469,11.123,-0.466,-0.503,-3.615,2.01,9.517,12.662,24.0,32.907,4.284,5.615,9.469,11.123,CNY,,,,,,
GUOXUAN HIGH-TECH,1636.0,2011.0,4634.0,"['Industries', 'Chemicals', 'Batteries', 'Electrical Products']",248.0,340.0,816.0,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENSETIME GROUP,2069.0,2069.0,2069.0,"['Artificial Intelligence', 'Technology', 'Software and IT']",324.0,337.0,270.0,,,,SenseTime Group Inc.,34.602,59.411,4.957,8.413,-4.963,-12.158,-17.14,-6.045,-0.149104,-0.3653039999999999,-0.514989,,3.027,3.446,4.7,3.809,-10.79,-20.645,32.232,31.877,-1.628,-7.07,-1.548,-9.298,23.948,38.479,36.944,37.427,-10.654,-20.933,31.987,29.014,CNY,,,,,,
XINYI SOLAR HOLDINGS,1465.0,1050.0,2349.0,"['Technology', 'Power Equipment', 'Solar Power Devices']",225.0,113.0,319.0,7072.0,2008.0,,Xinyi Solar Holdings Limited,9.824,11.399,13.173,,2.416,4.561,4.924,,0.3028,0.554,0.5565,,9.096,12.316,16.065,,18.056,29.225,34.662,,-2.262,-3.195,-4.758,,28.397,43.423,49.07,,18.573,32.025,35.897,,HKD,,,,,,
SINOLINK SECURITIES,3114.0,3379.0,3192.0,"['Financial Services', 'Stock Markets, Trading, Capital Markets']",575.0,348.0,490.0,,,,"Sinolink Securities Co., Ltd.",29.363,45.09,63.808,70.848,1.299,1.863,2.317,1.198,0.429,0.616,0.766,0.343,4.352,6.048,7.139,5.67,28.657,38.569,48.869,51.324,0.98,-0.296,-0.037,-3.705,50.151,67.63,88.313,102.18,20.788,22.54,24.504,31.332,CNY,,,,,,
AVIC AVIATION HIGH-TECHNOLOGY,2534.0,2532.0,4820.0,"['Industries', 'Industry Machinery', 'Rent / Lease Services']",413.0,415.0,865.0,,1988.0,,"Avic Aviation High-Technology Co., Ltd.",2.353,2.125,2.043,1.988,0.552,0.431,0.591,0.765,0.4,0.31,0.42,,2.473,2.912,3.808,4.446,4.441,4.398,4.841,5.436,-0.019,-0.998,0.064,0.144,6.541,6.526,6.923,7.627,4.188,4.401,4.88,5.639,CNY,,,,,,
LOONGSON TECHNOLOGY CORPORATION LIMITED,,,,,,,,,,,Loongson Technology Corporation Limited,0.291,0.527,0.597,,0.193,0.072,0.237,,0.62,0.2,0.66,,0.486,1.082,1.201,,0.888,1.129,1.392,,-0.051,-0.272,-0.225,,1.18,1.656,1.989,,0.888,1.129,1.392,,CNY,,,,,,
CHINA HUARONG ASSET MANAGEMENT,5933.0,3372.0,2212.0,"['Financial Services', 'Asset Management', 'Investments']",1345.0,603.0,296.0,10947.0,,,"China Huarong Asset Management Co., Ltd.",1541.536,1577.21,1464.437,906.947,1.424,-102.903,0.378,-33.381,0.04,-2.634,0.01,-0.344,26.317,-87.463,19.453,-29.683,1274.115,1180.841,1137.477,878.195,71.009,-2.733,43.413,8.578,1705.012,1641.467,1568.422,955.326,163.476,64.257,103.984,48.379,CNY,,,,,,
ZHEJIANG WEIMING ENVIRONMENT PROTECTION,2557.0,3188.0,3803.0,"['Industries', 'Waste and Trash Management']",422.0,711.0,617.0,,2001.0,,"Zhejiang Weiming Environment Protection Co., Ltd.",2.68,4.925,6.462,9.68,0.974,1.257,1.535,1.653,0.615385,0.769231,0.98,,2.038,3.123,4.185,4.446,5.16,7.633,10.263,14.488,-1.201,-2.167,-2.12,-3.035,6.915,10.473,14.651,20.224,4.234,5.549,8.19,10.544,CNY,,,,,,
LINGYI ITECH (GUANGDONG) COMPANY,2279.0,2524.0,1418.0,"['Technology', 'Electrical Products', 'Electronics', 'Capital Goods']",366.0,213.0,171.0,,1975.0,,Lingyi iTech (Guangdong) Company,15.658,14.891,19.704,,1.894,2.266,1.18,,0.28,0.33,0.17,,23.916,28.143,30.384,,12.781,16.673,20.044,,-3.737,-3.53,-3.943,,27.318,29.387,35.547,,11.66,14.496,15.842,,CNY,,,,,,
"FARASIS ENERGY (GAN ZHOU) CO., LTD.",3113.0,2841.0,,"['Consumer Cyclical', 'Automobile Parts']",574.0,,,3670.0,,,"Farasis Energy (Gan Zhou) Co., Ltd.",4.597,5.341,11.662,,0.131,-0.331,-0.953,,0.15,-0.35,-0.89,,2.45,1.12,3.5,,7.717,11.729,11.465,,0.592,-0.757,-3.881,,11.7,15.418,20.936,,7.103,10.077,9.274,,CNY,,,,,,
"DONGGUAN YIHEDA AUTOMATION CO., LTD.",3083.0,3111.0,,"['Industries', 'Tools and Equipment']",559.0,,,,,,"Dongguan Yiheda Automation Co., Ltd.",0.187,0.308,0.512,0.76,0.144,0.271,0.401,0.506,0.3340539999999999,0.625,0.89,1.06,0.761,1.21,1.803,2.515,1.115,1.358,2.263,2.666,-0.104,-0.27,-0.573,0.195,1.302,1.666,2.775,3.426,1.115,1.358,2.263,2.666,CNY,,,,,,
BTG HOTELS (GROUP),3478.0,4385.0,4165.0,"['Consumer Cyclical', 'Hotels', 'Restaurants', 'Tourism']",670.0,810.0,722.0,,,,"BTG Hotels (Group) Co., Ltd.",7.813,7.997,15.684,14.838,0.885,-0.496,0.056,-0.582,0.9031,-0.5074000000000001,0.056,,8.311,5.282,6.153,5.089,10.74,9.408,11.499,10.498,-0.264,-0.682,-0.454,-1.962,17.11,16.633,27.006,25.448,9.297,8.635,11.322,10.61,CNY,,,,,,
"HANGZHOU LION ELECTRONICS CO.,LTD",2347.0,2469.0,,"['Technology', 'Semiconductors']",381.0,,,,,,"Hangzhou Lion Electronics Co.,Ltd",2.798,3.863,4.319,8.72,0.128,0.202,0.6,0.688,0.243243,0.371622,1.46,1.02,1.192,1.502,2.541,2.914,2.016,2.298,8.152,13.362,-1.084,-0.705,-3.032,-4.745,4.757,6.375,12.561,18.542,1.959,2.513,8.241,9.821,CNY,False,,"['hangzhou-nete-zengying-technology-co-ltd', 'hangzhou-yi-pen-technology-co-ltd']","['Hangzhou Nete Zengying Technology Co., Ltd.', 'Hangzhou Yi Pen Technology Co., Ltd.']",0.0,3.0
YANGZIJIANG SHIPBUILDING (HOLDINGS),4104.0,3643.0,3624.0,"['Industries', 'Aerospace and Defense']",844.0,902.0,577.0,6504.0,,,Yangzijiang Shipbuilding (Holdings) Ltd.,13.702,11.534,15.551,15.262,3.105,2.516,3.699,2.807,0.7888000000000001,0.6439,0.9579,,23.597,14.841,16.768,20.705,33.345,34.466,37.876,19.871,-0.71,-1.035,0.315,-0.877,45.756,44.911,51.612,32.967,32.055,33.377,36.062,17.705,CNY,,,,,,
BLUE MOON GROUP HOLDINGS LIMITED,3177.0,2974.0,,"['Consumer Defensive', 'FMCG']",596.0,,,,,,Blue Moon Group Holdings Limited,2.178,4.124,2.165,,1.08,1.309,1.014,,0.187853,0.2603,0.1749,,7.05,6.996,7.597,,3.07,11.679,12.346,,-0.194,-0.266,-0.263,,5.041,15.803,14.512,,2.863,11.679,12.346,,HKD,,,,,,
YINTAI GOLD,4122.0,4402.0,3325.0,"['Basic Materials', 'Gold Mining', 'Precious Metals', 'Mining', 'Metals']",849.0,709.0,513.0,1566.0,,,"Yintai Gold Co., Ltd.",1.775,1.84,3.595,3.487,0.864,1.242,1.273,1.124,0.3136,0.4475,0.4586,,5.149,7.906,9.04,8.382,9.283,10.125,10.466,11.022,-1.066,-1.534,-0.805,-1.36,11.886,12.907,15.933,16.167,10.111,11.066,12.339,12.679,CNY,,,,,,
SINOPEC OILFIELD SERVICE CORPORATION,3193.0,3392.0,2587.0,"['Energy', 'Oil and Gas']",607.0,598.0,365.0,,,,Sinopec Oilfield Service Corporation,55.306,54.368,57.191,63.773,0.914,0.079,0.18,0.464,0.048,0.004,0.009,0.024,69.87,68.073,69.533,73.773,7.238,7.304,8.416,7.908,-3.179,-1.6,-3.253,-3.951,62.069,61.091,64.052,71.201,6.764,6.723,6.862,7.427,CNY,,,,,,
ZHEJIANG CENTURY HUATONG GROUP,1963.0,2487.0,1438.0,"['Consumer Cyclical', 'Plastics / Plastic Products', 'Automobile', 'Automobile Parts']",304.0,321.0,176.0,,,,"Zhejiang Century Huatong Group Co.,Ltd",7.49,12.799,8.489,,2.285,2.946,2.327,,0.38,0.4,0.32,,14.69,14.983,13.929,,24.546,32.939,31.097,,-2.964,-8.053,-1.169,,32.359,42.747,40.643,,24.869,29.948,32.154,,CNY,,,,,,
SHANDONG SINOCERA FUNCTIONAL MATERIAL,2814.0,2637.0,3748.0,"['Basic Materials', 'Chemicals']",488.0,384.0,606.0,2681.0,2005.0,,"Shandong Sinocera Functional Material Co., Ltd.",0.851,0.656,1.743,1.196,0.501,0.574,0.795,0.497,0.52,0.6000000000000001,0.79,,2.153,2.542,3.162,3.167,3.688,4.995,5.743,5.882,-0.234,-0.336,-0.457,-0.614,4.806,6.025,7.879,7.502,3.955,5.369,6.136,6.305,CNY,,,,,,
DONGXING SECURITIES COMPANY,2952.0,3628.0,2689.0,"['Financial Services', 'Stock Markets, Trading, Capital Markets']",526.0,468.0,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA SPACESAT,3319.0,3353.0,3471.0,"['Industries', 'Aerospace and Defense', 'Satellites', 'Technology']",635.0,455.0,543.0,4100.0,,,"China Spacesat Co.,Ltd.",4.287,3.848,5.163,5.604,0.336,0.354,0.233,0.286,0.28,0.3,0.2,,6.463,7.007,7.059,8.242,5.727,5.905,6.032,6.257,-0.289,-0.291,-0.351,-0.088,11.63,11.59,13.099,13.748,7.343,7.743,7.936,8.144,CNY,,,,,,
BAIC BLUEPARK NEW ENERGY TECHNOLOGY,2674.0,2351.0,3951.0,"['Consumer Cyclical', 'Automobile', 'Cars']",447.0,555.0,647.0,,1992.0,,"BAIC BluePark New Energy Technology Co.,Ltd.",41.484,32.242,27.396,,0.092,-6.482,-5.244,,0.0264,-1.8555,-1.3035,,23.589,5.272,8.697,,27.1,20.375,17.835,,-5.699,2.996,-2.33,,59.136,43.626,39.081,,17.652,11.384,11.685,,CNY,,,,,,
HENGYI PETROCHEMICAL,2774.0,2788.0,2483.0,"['Basic Materials', 'Chemicals', 'Petrochemicals']",476.0,366.0,343.0,16557.0,1990.0,,"Hengyi Petrochemical Co., Ltd.",56.167,61.968,72.609,79.307,3.201,3.072,3.408,-1.08,1.13,0.8300000000000001,0.93,-0.3,79.621,86.43,128.98,152.05,39.976,44.138,44.505,45.615,-12.489,-7.952,-7.552,-2.126,85.231,92.26,105.549,111.965,29.063,30.292,32.94,32.658,CNY,,,,,,
KEBODA TECHNOLOGY,3328.0,4430.0,4028.0,"['Consumer Cyclical', 'Electrical Products', 'Electronics', 'Capital Goods', 'Automobile Parts']",636.0,630.0,691.0,,,,"KEBODA TECHNOLOGY Co., Ltd.",0.575,0.756,0.644,0.992,0.475,0.515,0.389,0.45,1.295,1.2864,0.972,1.1203,2.922,2.914,2.807,3.384,3.241,3.813,4.08,4.158,-1.142,-0.213,0.093,-0.003,3.934,4.71,4.856,5.295,3.359,3.954,4.211,4.304,CNY,,,,,,
CHACHA FOOD COMPANY,3554.0,5086.0,4598.0,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']",690.0,624.0,804.0,4603.0,,,"Chacha Food Company, Limited",1.754,2.771,3.276,3.276,0.604,0.805,0.929,0.976,1.216,1.597,1.839,,4.837,5.289,5.985,6.883,3.654,5.436,6.06,6.57,-0.153,-0.178,-0.596,0.313,5.409,6.979,8.072,8.547,3.655,4.208,4.796,5.271,CNY,,,,,,
YIHAI INTERNATIONAL HOLDING,3468.0,2844.0,2241.0,"['Consumer Defensive', 'Food Products', 'FMCG', 'Package Foods']",666.0,179.0,301.0,2127.0,,,Yihai International Holding Ltd.,0.584,0.774,0.896,1.014,0.719,0.885,0.766,0.742,0.741,0.902,0.782,,4.282,5.36,5.943,6.147,2.614,3.295,3.806,4.32,-0.947,-0.073,-0.922,-0.573,3.312,4.287,5.005,5.551,2.728,3.514,4.109,4.537,CNY,,,,,,
TIANJIN 712 COMMUNICATION & BROADCASTING,3290.0,3539.0,4222.0,"['Technology', 'Communications Equipment']",629.0,534.0,729.0,2106.0,,,"TianJin 712 Communication & Broadcasting Co., Ltd.",2.906,3.871,4.972,5.449,0.345,0.523,0.688,0.775,0.45,0.68,0.9,,2.141,2.696,3.451,4.04,2.602,3.104,3.615,4.708,-0.063,-0.22,-0.556,-0.04,5.465,6.875,8.588,9.823,2.558,3.004,3.615,4.374,CNY,,,,,,
HEBEI HENGSHUI LAOBAIGAN LIQUOR,4174.0,5264.0,6299.0,"['Consumer Defensive', 'Alcoholic Beverages', 'Beverages']",860.0,606.0,,5903.0,,,"Hebei Hengshui Laobaigan Liquor Co., Ltd.",2.979,2.994,3.881,4.571,0.404,0.313,0.389,0.708,0.45,0.35,0.43,0.78,4.03,3.598,4.027,4.653,3.289,3.465,3.725,4.347,-0.389,-0.458,-0.874,-0.388,6.273,6.465,7.605,8.918,3.294,3.471,3.725,4.347,CNY,,,,,,
PIOTECH INC.,,,,,,,,,,,Piotech Inc.,0.26,0.692,1.324,3.605,-0.019,-0.011,0.068,0.369,,,0.72,,0.251,0.436,0.758,1.706,0.814,1.122,1.193,3.982,-0.014,-0.006,-0.15,-0.151,1.074,1.814,2.518,7.313,0.814,1.122,1.193,3.708,CNY,,,,,,
"AIM VACCINE CO., LTD.",,,,,,,,,,,"AIM Vaccine Co., Ltd.",1.333,1.266,2.373,3.015,0.117,0.379,-0.693,-0.32,0.097053,0.313534,-0.572676,,0.952,1.638,1.57,1.264,1.567,3.422,5.077,5.3,-0.34,-0.605,-1.338,-0.858,2.951,4.688,8.072,8.876,1.618,3.422,5.699,5.861,CNY,,,,,,
GUANGDONG HEC TECHNOLOGYHOLDING,3937.0,4241.0,3067.0,"['Technology', 'Electronics', 'Capital Goods']",781.0,1026.0,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
